id,title,company,city,salary,education,experience,job_type,skills,benefits,description,requirements,publish_date,contact_person,phone,email,address,source,status,views,applications
4164,护理员,医疗集团512,昆明,10000-12000元/月,护理专业优先,1-3年,白班,基础护理、翻身护理、按摩技能、耐心细心、吸痰护理、导尿护理、安全防护,意外保险、生日福利、晋升空间、节日福利、住宿补贴,需要护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,性别要求：男；学历要求：本科；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：3-5年,2025-09-15,郑琴,13349682529,yan54@example.org,湖北省张家港县西夏褚路Z座 614759,猎聘网,已暂停,917,36
4165,护工,医疗护理公司611,银川,4000-5000元/月,本科,5-10年,短期,责任心强、血糖监测、伤口护理、导尿护理、按摩技能、急救技能、体位护理,包吃包住、餐补、年终奖、节日福利、绩效奖金,招聘护工，工作地点在银川，要求身体健康，有爱心，能吃苦耐劳。,工作经验：不限；学历要求：高中；技能要求：沟通技巧、血压测量、按摩技能、导尿护理、身体健康、药物管理、血糖监测、责任心强；性别要求：女,2025-09-05,王磊,13405719050,guiying54@example.net,海南省柳州县永川拉萨路a座 957367,Boss直聘,已暂停,541,45
4166,护工,康复中心599,武汉,20000-25000元/月,初中,3-5年,长期,体位护理、血糖监测、安全防护、医疗护理、沟通技巧、翻身护理、生活护理、药物管理,培训机会、绩效奖金、意外保险、包吃包住、五险一金、节日福利,招聘护工，工作地点在武汉，要求身体健康，有爱心，能吃苦耐劳。,性别要求：不限；学历要求：本科；年龄要求：22岁以下；其他要求：身体健康，无传染病史，有爱心和责任心,2025-08-26,迟婷,14558221681,tao27@example.org,内蒙古自治区彬市友好汕尾街Z座 151548,51job,已结束,111,20
4167,老年护理员,医疗护理公司966,石家庄,20000-25000元/月,本科,1-3年,全职,吸痰护理、生活护理、安全防护、吃苦耐劳、按摩技能、鼻饲护理,意外保险、健康体检,为老年护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：高中；性别要求：男；工作经验：10年以上；技能要求：体位护理、急救技能、药物管理、心理护理；年龄要求：50岁以下,2025-09-16,郝娜,15859747953,jie82@example.org,湖南省桂香县魏都澳门街k座 142631,猎聘网,招聘中,545,36
4168,家庭护理员,医院335,太原,4428元/月,本科,1年以下,短期,耐心细心、身体健康、有爱心、营养配餐、翻身护理、吸痰护理、血糖监测,年终奖、生日福利、餐补、节日福利,招聘家庭护理员，工作地点在太原，要求身体健康，有爱心，能吃苦耐劳。,技能要求：血压测量、耐心细心、吃苦耐劳、无传染病、康复护理、安全防护、心理护理、责任心强；性别要求：女；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：41岁以下,2025-09-12,张桂芝,18936205975,gding@example.com,江苏省宁德县友好成都路T座 217389,Boss直聘,已暂停,827,39
4169,居家护理员,养老院485,合肥,8000-10000元/月,本科,3-5年,夜班,生活护理、医疗护理、基础护理,五险一金、带薪年假、节日福利、生日福利、餐补、年终奖,招聘居家护理员，工作地点在合肥，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；技能要求：吸痰护理、血压测量、药物管理；学历要求：大专；性别要求：男；工作经验：不限；年龄要求：31岁以下,2025-09-08,伍红梅,15212537399,uye@example.org,新疆维吾尔自治区艳市花溪六安街c座 912090,智联招聘,招聘中,967,8
4170,护理员,健康产业公司17,贵阳,10000-12000元/月,本科,1年以下,夜班,沟通技巧、急救技能、吃苦耐劳、血压测量,晋升空间、培训机会、意外保险、加班费、住宿补贴、节日福利,负责护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,技能要求：无传染病、鼻饲护理、基础护理、翻身护理；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：1年以下；学历要求：本科；年龄要求：38岁以下,2025-08-27,王伟,13829675525,jun38@example.net,台湾省辉县兴山哈尔滨街u座 943959,Boss直聘,招聘中,76,46
4171,老年护理员,家政服务公司199,成都,2000-3000元/月,初中,10年以上,兼职,有爱心、责任心强、体位护理、营养配餐,晋升空间、健康体检,需要老年护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,工作经验：5-10年；年龄要求：49岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：初中；性别要求：不限；技能要求：翻身护理、心理护理、营养配餐、药物管理、血压测量、鼻饲护理,2025-09-06,尹秀云,13743836254,lujuan@example.net,四川省建华市和平莫街b座 280505,51job,已暂停,618,44
4172,残疾人护理员,医疗护理公司751,武汉,5000-6000元/月,中专,10年以上,长期,无传染病、药物管理、医疗护理、按摩技能、营养配餐、血压测量、鼻饲护理、有爱心,住宿补贴、节日福利、健康体检、生日福利、包吃包住,在医疗护理公司751担任残疾人护理员，负责日常护理工作，具备良好的沟通能力和责任心。,技能要求：体位护理、无传染病、身体健康、生活护理、鼻饲护理；年龄要求：21岁以下；性别要求：男；工作经验：不限；学历要求：不限；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-01,李丹,15290525983,caoyang@example.net,山西省峰县龙潭张路K座 989540,Boss直聘,已结束,918,25
4173,老年护理员,医疗护理公司537,长沙,5000-6000元/月,护理专业优先,5-10年,夜班,吸痰护理、有爱心、医疗护理、吃苦耐劳、身体健康,生日福利、包吃包住、年终奖、餐补、意外保险、五险一金,负责老年护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,学历要求：大专；工作经验：1-3年；性别要求：男；技能要求：血糖监测、无传染病、伤口护理、导尿护理、身体健康、营养配餐、药物管理；年龄要求：44岁以下；其他要求：身体健康，无传染病史，有爱心和责任心,2025-08-21,颜玉英,15537188122,vxiong@example.org,湖北省六盘水市南湖太原街y座 294287,猎聘网,招聘中,425,15
4174,医院护理员,医疗集团987,杭州,23067元/月,中专,不限,长期,营养配餐、伤口护理、基础护理、鼻饲护理、心理护理、急救技能、体位护理、沟通技巧,绩效奖金、包吃包住、交通补贴、餐补、意外保险,负责医院护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,工作经验：3-5年；学历要求：高中；技能要求：药物管理、体位护理、耐心细心、无传染病、身体健康、导尿护理、心理护理、生活护理；性别要求：不限,2025-09-12,林文,18858099503,baiqiang@example.com,宁夏回族自治区想市清河长春路y座 566303,猎聘网,已结束,987,41
4175,病患护理员,健康产业公司775,南宁,6000-8000元/月,大专,10年以上,兼职,营养配餐、血压测量、身体健康、体位护理、急救技能、康复护理、安全防护,住宿补贴、餐补,在健康产业公司775担任病患护理员，负责日常护理工作，具备良好的沟通能力和责任心。,工作经验：10年以上；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：23岁以下,2025-09-09,任桂芝,15986834870,hgu@example.org,天津市阳县梁平郑州路N座 428178,智联招聘,已暂停,42,22
4176,家庭护理员,医疗护理公司229,长春,25000-30000元/月,大专,5-10年,长期,体位护理、有爱心、药物管理、吃苦耐劳、医疗护理,加班费、包吃包住、晋升空间,需要家庭护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,性别要求：男；技能要求：基础护理、翻身护理、吃苦耐劳、药物管理、安全防护、按摩技能、沟通技巧；学历要求：高中；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-07,万强,18123324782,juanfeng@example.org,河南省长春市高明宁德街b座 274973,拉勾网,招聘中,911,48
4177,重症护理员,家政服务公司357,银川,10000-12000元/月,高中,5-10年,短期,有爱心、康复护理、伤口护理、鼻饲护理、药物管理,包吃包住、加班费、绩效奖金、生日福利,负责重症护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：中专；技能要求：责任心强、体位护理、医疗护理、血压测量、身体健康、安全防护、沟通技巧、伤口护理；工作经验：5-10年；年龄要求：23岁以下,2025-09-05,谢玉珍,15271510849,zengyong@example.org,福建省呼和浩特县上街陈街j座 302168,51job,已暂停,233,18
4178,残疾人护理员,医疗集团104,兰州,15000-20000元/月,本科,3-5年,实习,康复护理、医疗护理、责任心强、吸痰护理、吃苦耐劳,健康体检、培训机会、餐补,负责残疾人护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,学历要求：初中；技能要求：按摩技能、药物管理、责任心强、身体健康、血糖监测、急救技能、无传染病、伤口护理；工作经验：5-10年；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-11,麻琴,13912450338,hanxiuying@example.com,甘肃省芳县金平周街A座 412003,拉勾网,招聘中,94,39
4179,护理师,医疗集团598,无锡,20000-25000元/月,不限,1-3年,长期,安全防护、营养配餐、血糖监测、身体健康、鼻饲护理,意外保险、生日福利、五险一金、绩效奖金、带薪年假,招聘护理师，工作地点在无锡，要求身体健康，有爱心，能吃苦耐劳。,学历要求：护理专业优先；年龄要求：24岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：不限；工作经验：1-3年；技能要求：有爱心、血压测量、伤口护理、血糖监测、基础护理,2025-09-17,扈健,15142242243,li54@example.org,辽宁省荣县海陵王路N座 545224,51job,已暂停,477,42
4180,养老护理员,医疗集团518,昆明,20612元/月,大专,3-5年,长期,无传染病、鼻饲护理、营养配餐、导尿护理、身体健康,绩效奖金、餐补、五险一金、住宿补贴,为养老护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,性别要求：女；年龄要求：35岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：1年以下,2025-08-27,刘旭,15962405939,leiye@example.org,江苏省英县孝南张街e座 137858,51job,已暂停,656,8
4181,医院护理员,康复中心545,广州,3867元/月,初中,1-3年,白班,安全防护、伤口护理、吃苦耐劳、责任心强、医疗护理、急救技能、心理护理,五险一金、节日福利、健康体检,负责医院护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,学历要求：大专；工作经验：1-3年；性别要求：不限；技能要求：血糖监测、营养配餐、康复护理、医疗护理、急救技能、伤口护理、鼻饲护理,2025-09-06,万洋,15522163442,ugao@example.com,广东省岩县吉区李街D座 774951,Boss直聘,已暂停,784,14
4182,护理师,专业护理机构272,西宁,7614元/月,高中,不限,实习,心理护理、身体健康、血压测量、基础护理、医疗护理、沟通技巧、安全防护、吃苦耐劳,加班费、生日福利、培训机会,负责护理师工作，为患者提供专业的护理服务，确保患者安全和舒适。,学历要求：大专；工作经验：1年以下；其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：女；年龄要求：55岁以下,2025-09-16,叶晨,14548089101,zfu@example.org,福建省天津市海港程街V座 412213,智联招聘,招聘中,949,14
4183,居家护理员,社区卫生服务中心457,南昌,2358元/月,初中,1-3年,全职,心理护理、营养配餐、康复护理、医疗护理、责任心强,健康体检、培训机会、餐补、生日福利、节日福利、五险一金,招聘居家护理员，工作地点在南昌，要求身体健康，有爱心，能吃苦耐劳。,技能要求：沟通技巧、急救技能、按摩技能、无传染病、血糖监测、吃苦耐劳、有爱心、责任心强；工作经验：1-3年；性别要求：女；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：40岁以下；学历要求：不限,2025-09-16,孙洋,13156146491,mwang@example.org,陕西省红市兴山胡街A座 651965,智联招聘,招聘中,366,12
4184,重症护理员,养老院254,昆明,14854元/月,高中,1-3年,临时,营养配餐、耐心细心、生活护理,交通补贴、培训机会、加班费,招聘重症护理员，工作地点在昆明，要求身体健康，有爱心，能吃苦耐劳。,技能要求：鼻饲护理、体位护理、康复护理、营养配餐、导尿护理；学历要求：初中；性别要求：女；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：51岁以下,2025-08-23,高桂芳,13376843377,wugang@example.net,广西壮族自治区南京县城东张路X座 992982,拉勾网,招聘中,186,5
4185,医疗护理员,养老院121,银川,5000-6000元/月,大专,3-5年,长期,无传染病、吃苦耐劳、有爱心、康复护理、吸痰护理,节日福利、晋升空间、五险一金,为医疗护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,工作经验：不限；性别要求：男；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：护理专业优先；年龄要求：19岁以下；技能要求：康复护理、吸痰护理、身体健康、医疗护理、安全防护、生活护理,2025-08-24,周林,13246450059,xiuying60@example.com,新疆维吾尔自治区超县花溪徐街e座 759848,Boss直聘,已结束,253,24
4186,术后护理员,医疗护理公司231,兰州,11695元/月,大专,不限,短期,血压测量、鼻饲护理、翻身护理、安全防护、体位护理、伤口护理、有爱心、吸痰护理,意外保险、绩效奖金、节日福利、晋升空间、带薪年假,招聘术后护理员，工作地点在兰州，要求身体健康，有爱心，能吃苦耐劳。,学历要求：高中；性别要求：女；技能要求：血压测量、鼻饲护理、血糖监测；工作经验：1年以下,2025-09-06,虞健,15369887417,jiangjuan@example.com,广西壮族自治区拉萨县徐汇翟街j座 931688,智联招聘,招聘中,835,4
4187,高级护理员,家政服务公司763,武汉,15000-20000元/月,大专,10年以上,全职,无传染病、基础护理、责任心强、血糖监测、伤口护理、身体健康、鼻饲护理,健康体检、晋升空间、绩效奖金、五险一金,招聘高级护理员，工作地点在武汉，要求身体健康，有爱心，能吃苦耐劳。,年龄要求：43岁以下；工作经验：不限；其他要求：身体健康，无传染病史，有爱心和责任心；技能要求：药物管理、医疗护理、沟通技巧、有爱心、体位护理、营养配餐、血糖监测、伤口护理；学历要求：高中,2025-09-04,梁倩,15176016332,yan37@example.org,天津市英县崇文海门街G座 170469,拉勾网,招聘中,516,47
4188,老年护理员,养老院169,太原,3000-4000元/月,不限,不限,兼职,鼻饲护理、血压测量、药物管理、无传染病、吸痰护理、心理护理、安全防护、身体健康,培训机会、交通补贴、节日福利、住宿补贴,在养老院169担任老年护理员，负责日常护理工作，具备良好的沟通能力和责任心。,性别要求：女；工作经验：1年以下；学历要求：本科,2025-09-16,吴明,13656118311,jxie@example.com,台湾省雪梅市安次赵路b座 442427,猎聘网,已结束,428,34
4189,高级护理员,医院282,常州,20000-25000元/月,高中,5-10年,长期,翻身护理、体位护理、伤口护理、有爱心、耐心细心、沟通技巧、药物管理、责任心强,健康体检、节日福利、包吃包住、加班费、餐补,在医院282担任高级护理员，负责日常护理工作，具备良好的沟通能力和责任心。,技能要求：药物管理、医疗护理、翻身护理、急救技能、血压测量；性别要求：男；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：54岁以下；学历要求：本科,2025-08-21,刘林,15058691107,xiaoxiuying@example.net,福建省淮安市萧山六盘水街y座 816615,51job,已结束,96,22
4190,专业护理员,专业护理机构956,成都,27785元/月,大专,10年以上,短期,心理护理、急救技能、耐心细心、沟通技巧、伤口护理、责任心强、鼻饲护理,健康体检、加班费、意外保险,为专业护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,性别要求：不限；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：10年以上；技能要求：耐心细心、药物管理、无传染病、血糖监测、沟通技巧、翻身护理,2025-09-10,张杨,18544226463,oluo@example.com,河北省石家庄县沙市张家港街i座 563992,猎聘网,招聘中,881,29
4191,养老护理员,医疗科技公司430,成都,4000-5000元/月,中专,3-5年,实习,体位护理、身体健康、安全防护、心理护理、按摩技能、医疗护理、基础护理,节日福利、健康体检、住宿补贴,负责养老护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,工作经验：5-10年；性别要求：男；技能要求：医疗护理、安全防护、体位护理、翻身护理、按摩技能、血压测量、生活护理、急救技能,2025-09-17,马丽丽,14572341098,gang01@example.net,江西省济南县长寿通辽街x座 938269,拉勾网,招聘中,544,19
4192,残疾人护理员,社区卫生服务中心859,哈尔滨,5000-6000元/月,护理专业优先,3-5年,兼职,翻身护理、体位护理、鼻饲护理、急救技能、心理护理、医疗护理、吸痰护理,带薪年假、培训机会、晋升空间、生日福利、绩效奖金,负责残疾人护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,年龄要求：25岁以下；性别要求：不限；工作经验：5-10年,2025-09-06,王桂香,18188615310,qinyan@example.org,湖南省丹市江北太原路c座 791724,智联招聘,已结束,493,25
4193,护理师,医疗科技公司277,昆明,25000-30000元/月,不限,5-10年,实习,按摩技能、营养配餐、鼻饲护理、身体健康、医疗护理,交通补贴、节日福利、绩效奖金,需要护理师，负责照顾患者日常生活，协助医疗护理，提供专业服务。,年龄要求：18岁以下；学历要求：不限；工作经验：不限；性别要求：女；其他要求：身体健康，无传染病史，有爱心和责任心；技能要求：血压测量、无传染病、急救技能、血糖监测,2025-08-25,常涛,18708609326,jun64@example.org,江苏省淮安市朝阳北镇路H座 691763,智联招聘,已结束,262,25
4194,专业护理员,养老服务公司747,南宁,12000-15000元/月,护理专业优先,1年以下,兼职,翻身护理、导尿护理、耐心细心、吃苦耐劳、医疗护理、吸痰护理,绩效奖金、晋升空间,在养老服务公司747担任专业护理员，负责日常护理工作，具备良好的沟通能力和责任心。,工作经验：3-5年；性别要求：女；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：27岁以下；学历要求：大专；技能要求：生活护理、体位护理、血压测量、伤口护理、导尿护理、按摩技能,2025-09-16,王玉华,15102040839,gang66@example.net,吉林省柳州县高港李街O座 568752,智联招聘,已结束,893,43
4195,护理助理,健康管理公司307,青岛,25000-30000元/月,不限,5-10年,实习,按摩技能、基础护理、血糖监测、体位护理、药物管理、鼻饲护理、安全防护,生日福利、晋升空间,在健康管理公司307担任护理助理，负责日常护理工作，具备良好的沟通能力和责任心。,其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：53岁以下；性别要求：女；学历要求：高中；工作经验：5-10年,2025-08-29,李慧,15129020157,chaotian@example.org,四川省鑫县朝阳济南路U座 982309,拉勾网,已结束,791,5
4196,老年护理员,康复中心447,海口,19934元/月,不限,3-5年,夜班,耐心细心、血糖监测、体位护理、责任心强、血压测量、导尿护理、心理护理,晋升空间、五险一金、包吃包住、节日福利、加班费,在康复中心447担任老年护理员，负责日常护理工作，具备良好的沟通能力和责任心。,学历要求：本科；技能要求：急救技能、沟通技巧、安全防护、翻身护理、心理护理、身体健康、伤口护理、鼻饲护理；工作经验：3-5年；性别要求：女；年龄要求：39岁以下；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-07,殷鹏,15750863866,juanxue@example.com,山东省勇市长寿王路f座 918570,51job,已暂停,18,50
4197,护理助理,养老院315,常州,5000-6000元/月,中专,5-10年,短期,有爱心、沟通技巧、生活护理,年终奖、节日福利、带薪年假、健康体检,为护理助理岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,学历要求：不限；工作经验：3-5年；其他要求：身体健康，无传染病史，有爱心和责任心；技能要求：鼻饲护理、生活护理、无传染病、药物管理、血糖监测、耐心细心；年龄要求：46岁以下,2025-08-28,李鑫,18813327005,jiejiang@example.net,重庆市南宁市崇文广州街w座 876511,智联招聘,已暂停,860,42
4198,养老护理员,医疗集团505,杭州,5000-6000元/月,大专,10年以上,短期,安全防护、体位护理、康复护理、营养配餐、鼻饲护理、药物管理,绩效奖金、生日福利、加班费、带薪年假、晋升空间,在医疗集团505担任养老护理员，负责日常护理工作，具备良好的沟通能力和责任心。,学历要求：不限；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：5-10年；技能要求：吸痰护理、药物管理、鼻饲护理、责任心强、沟通技巧,2025-08-29,黎瑜,13903438523,zhouxia@example.net,甘肃省雷市海陵陈街X座 617024,猎聘网,已暂停,396,3
4199,养老护理员,医疗集团596,海口,3000-4000元/月,不限,3-5年,长期,无传染病、营养配餐、有爱心、药物管理、导尿护理、心理护理、基础护理、鼻饲护理,绩效奖金、加班费、五险一金、培训机会、健康体检、餐补,在医疗集团596担任养老护理员，负责日常护理工作，具备良好的沟通能力和责任心。,技能要求：体位护理、身体健康、基础护理、鼻饲护理、血糖监测、生活护理、吸痰护理、心理护理；工作经验：1年以下；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：不限,2025-09-01,李桂花,18541684601,sunfang@example.com,广西壮族自治区平市浔阳陶街L座 569528,Boss直聘,招聘中,266,45
4200,护理员,护理站785,长春,5000-6000元/月,中专,1年以下,长期,医疗护理、血糖监测、生活护理、有爱心,住宿补贴、绩效奖金、加班费、带薪年假、生日福利、培训机会,在护理站785担任护理员，负责日常护理工作，具备良好的沟通能力和责任心。,工作经验：10年以上；技能要求：有爱心、身体健康、血糖监测；年龄要求：19岁以下,2025-08-26,廖建,13470127998,fangye@example.com,海南省勇县南湖梁街M座 831996,智联招聘,已暂停,575,26
4201,家庭护理员,医疗集团593,石家庄,25000-30000元/月,大专,3-5年,白班,生活护理、按摩技能、翻身护理、耐心细心、体位护理、血糖监测、急救技能、吃苦耐劳,生日福利、年终奖、餐补、意外保险,负责家庭护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,性别要求：男；技能要求：体位护理、身体健康、吃苦耐劳、翻身护理；学历要求：大专；年龄要求：54岁以下；工作经验：1年以下；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-16,李倩,13989907772,glin@example.com,陕西省慧县六枝特昆明街P座 112685,猎聘网,已结束,958,18
4202,护理师,康复中心636,北京,3000-4000元/月,不限,5-10年,长期,无传染病、导尿护理、血糖监测、按摩技能,培训机会、年终奖、带薪年假、加班费、住宿补贴,负责护理师工作，为患者提供专业的护理服务，确保患者安全和舒适。,性别要求：男；工作经验：1年以下；学历要求：初中；年龄要求：53岁以下；技能要求：导尿护理、血压测量、翻身护理、责任心强、身体健康,2025-08-28,张丽丽,13550860217,blin@example.com,黑龙江省建华县沈北新杨街Y座 196537,Boss直聘,招聘中,12,28
4203,康复护理员,医疗集团175,济南,11095元/月,本科,1年以下,短期,耐心细心、康复护理、鼻饲护理、血糖监测、有爱心、导尿护理、吸痰护理,五险一金、健康体检、意外保险、培训机会、节日福利,在医疗集团175担任康复护理员，负责日常护理工作，具备良好的沟通能力和责任心。,工作经验：10年以上；年龄要求：24岁以下；性别要求：男；技能要求：吸痰护理、急救技能、耐心细心、有爱心、心理护理、血糖监测、责任心强,2025-08-23,刘林,15031224511,caoyong@example.com,上海市邯郸县西夏佛山路q座 959280,Boss直聘,已结束,978,45
4204,护理师,医疗护理公司292,青岛,10488元/月,中专,1年以下,实习,营养配餐、血糖监测、身体健康,晋升空间、交通补贴、带薪年假、培训机会、餐补、绩效奖金,为护理师岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,工作经验：1-3年；性别要求：不限；技能要求：基础护理、药物管理、按摩技能、责任心强、急救技能、血糖监测、吸痰护理、营养配餐；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：24岁以下；学历要求：护理专业优先,2025-09-01,廉莉,18699234724,phuang@example.net,四川省永安县丰都李街v座 379806,拉勾网,已暂停,622,0
4205,专业护理员,康复中心321,福州,10000-12000元/月,高中,1-3年,全职,伤口护理、营养配餐、翻身护理、安全防护、责任心强、鼻饲护理,加班费、餐补、健康体检、生日福利、绩效奖金,为专业护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：不限；工作经验：1年以下；技能要求：血压测量、急救技能、导尿护理、沟通技巧、有爱心；学历要求：高中,2025-08-24,杨刚,14543159776,haoxiuying@example.org,四川省成县沙市拉萨街t座 366510,猎聘网,已暂停,407,0
4206,护理师,健康管理公司313,郑州,8209元/月,不限,1-3年,实习,责任心强、血压测量、药物管理、耐心细心、生活护理、伤口护理,晋升空间、住宿补贴、交通补贴、培训机会、五险一金,招聘护理师，工作地点在郑州，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：大专；工作经验：5-10年；技能要求：药物管理、有爱心、导尿护理、伤口护理；性别要求：男,2025-09-06,李彬,13213534207,rzhong@example.com,山东省成都市城北辛集街Q座 335566,Boss直聘,已暂停,649,10
4207,居家护理员,医疗护理公司615,成都,20000-25000元/月,不限,3-5年,临时,安全防护、身体健康、无传染病、伤口护理、生活护理、体位护理、医疗护理、基础护理,生日福利、餐补,为居家护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,性别要求：女；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：初中；工作经验：3-5年；技能要求：吸痰护理、按摩技能、有爱心；年龄要求：59岁以下,2025-09-12,张勇,15191770322,gxiao@example.com,贵州省丽华市友好陈路S座 261374,Boss直聘,已暂停,526,8
4208,康复护理员,养老院23,武汉,15000-20000元/月,大专,不限,全职,翻身护理、心理护理、生活护理,生日福利、包吃包住、意外保险、培训机会,在养老院23担任康复护理员，负责日常护理工作，具备良好的沟通能力和责任心。,性别要求：男；技能要求：血压测量、体位护理、翻身护理、导尿护理；工作经验：5-10年；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：中专；年龄要求：46岁以下,2025-08-25,徐飞,13754010930,xiulanyi@example.com,北京市春梅县东丽石路L座 833661,智联招聘,已暂停,925,27
4209,老年护理员,家政服务公司53,哈尔滨,3000-4000元/月,初中,不限,临时,按摩技能、药物管理、急救技能、营养配餐,年终奖、包吃包住、五险一金、意外保险,为老年护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,其他要求：身体健康，无传染病史，有爱心和责任心；技能要求：药物管理、生活护理、有爱心、血压测量、无传染病；工作经验：1-3年,2025-09-16,张桂兰,13613399143,weishen@example.org,台湾省欣县高坪李路H座 680926,51job,招聘中,386,45
4210,病患护理员,养老服务公司442,上海,2000-3000元/月,初中,10年以上,临时,无传染病、血压测量、身体健康、医疗护理、翻身护理,绩效奖金、餐补、培训机会、住宿补贴、带薪年假,招聘病患护理员，工作地点在上海，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：1-3年；性别要求：女；年龄要求：50岁以下；技能要求：医疗护理、心理护理、血压测量、营养配餐、按摩技能,2025-09-15,余淑兰,15789037696,gang16@example.net,广西壮族自治区淑兰市永川合肥街Z座 693223,拉勾网,招聘中,278,48
4211,居家护理员,医疗集团895,厦门,3000-4000元/月,本科,3-5年,兼职,翻身护理、急救技能、吸痰护理、伤口护理、沟通技巧、导尿护理、药物管理、血压测量,带薪年假、生日福利,负责居家护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,工作经验：1-3年；性别要求：不限；技能要求：身体健康、按摩技能、鼻饲护理、营养配餐、生活护理、导尿护理；年龄要求：28岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：不限,2025-08-30,易桂荣,15585794478,jli@example.org,内蒙古自治区桂英县锡山戈路N座 626012,Boss直聘,已结束,682,50
4212,家庭护理员,医院920,温州,12000-15000元/月,护理专业优先,1-3年,全职,药物管理、体位护理、导尿护理、血压测量、耐心细心、吃苦耐劳,生日福利、晋升空间,在医院920担任家庭护理员，负责日常护理工作，具备良好的沟通能力和责任心。,工作经验：3-5年；学历要求：大专；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：37岁以下；性别要求：不限；技能要求：导尿护理、药物管理、责任心强、耐心细心、医疗护理,2025-08-28,叶坤,18819495519,leijia@example.net,浙江省东市高明郑州街a座 489646,猎聘网,已暂停,70,6
4213,护工,养老院501,银川,2563元/月,护理专业优先,5-10年,兼职,基础护理、鼻饲护理、血压测量、翻身护理、有爱心,节日福利、住宿补贴、餐补、交通补贴、五险一金,在养老院501担任护工，负责日常护理工作，具备良好的沟通能力和责任心。,工作经验：10年以上；性别要求：男；年龄要求：30岁以下；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-03,杜桂芝,15970338397,ogao@example.org,山东省邯郸县西峰邓路q座 373275,智联招聘,招聘中,916,31
